Date,Open,High,Low,Close,Adj Close,Volume
2021-03-17,394.529999,398.119995,393.299988,397.260010,380.000183,97959300
2021-03-18,394.480011,396.720001,390.750000,391.480011,374.471375,115349100
2021-03-19,389.880005,391.570007,387.149994,389.480011,373.778442,113624500
2021-03-22,390.029999,394.070007,389.970001,392.589996,376.763031,73778600
2021-03-23,391.910004,393.459991,388.660004,389.500000,373.797607,90686600
2021-03-24,391.000000,392.750000,387.470001,387.519989,371.897430,97588600
2021-03-25,385.980011,390.549988,383.899994,389.700012,373.989655,116128600
2021-03-26,390.929993,396.410004,390.290009,395.980011,380.016388,114409100
2021-03-29,394.399994,396.750000,392.809998,395.779999,379.824432,108107600
2021-03-30,394.420013,395.450012,393.019989,394.730011,378.816803,76262200
2021-03-31,395.339996,398.000000,395.309998,396.329987,380.352295,112734200
2021-04-01,398.399994,400.670013,398.179993,400.609985,384.459717,99682900
2021-04-05,403.459991,406.940002,403.380005,406.359985,389.977936,91684800
2021-04-06,405.760010,407.239990,405.399994,406.119995,389.747589,62021000
2021-04-07,405.940002,406.959991,405.450012,406.589996,390.198608,55836300
2021-04-08,407.929993,408.579987,406.929993,408.519989,392.050812,57863100
2021-04-09,408.390015,411.670013,408.260010,411.489990,394.901093,61104600
2021-04-12,410.850006,411.929993,410.200012,411.640015,395.045105,56704900
2021-04-13,411.529999,413.529999,411.119995,412.859985,396.215851,56551000
2021-04-14,412.829987,413.959991,410.869995,411.450012,394.862762,61659900
2021-04-15,413.739990,416.160004,413.690002,415.869995,399.104553,60229800
2021-04-16,417.250000,417.910004,415.730011,417.260010,400.438477,82037300
2021-04-19,416.260010,416.739990,413.790009,415.209991,398.471191,78498500
2021-04-20,413.910004,415.089996,410.589996,412.170013,395.553680,81851800
2021-04-21,411.510010,416.290009,411.359985,416.070007,399.296478,66793000
2021-04-22,415.890015,416.779999,411.130005,412.269989,395.649628,97582800
2021-04-23,412.869995,418.250000,412.790009,416.739990,399.939453,73209200
2021-04-26,417.440002,418.220001,416.809998,417.609985,400.774353,52182400
2021-04-27,417.929993,418.140015,416.299988,417.519989,400.687988,51303100
2021-04-28,417.809998,419.010010,416.899994,417.399994,400.572906,51238900
2021-04-29,420.320007,420.720001,416.440002,420.059998,403.125641,78544300
2021-04-30,417.630005,418.540009,416.339996,417.299988,400.476868,85527000
2021-05-03,419.429993,419.839996,417.670013,418.200012,401.340637,68128300
2021-05-04,416.070007,416.600006,411.670013,415.619995,398.864624,101591200
2021-05-05,417.380005,417.630005,415.149994,415.750000,398.989410,60162200
2021-05-06,415.829987,419.209991,413.679993,419.070007,402.175568,74321400
2021-05-07,419.890015,422.820007,419.160004,422.119995,405.102600,67733800
2021-05-10,422.500000,422.739990,417.809998,417.940002,401.091125,81852400
2021-05-11,413.100006,415.269989,410.059998,414.209991,397.511414,116888000
2021-05-12,411.230011,412.589996,404.000000,405.410004,389.066254,134811000
2021-05-13,407.070007,412.350006,407.019989,410.279999,393.739899,106394000
2021-05-14,413.209991,417.489990,413.179993,416.579987,399.785858,82201600
2021-05-17,415.390015,416.390015,413.359985,415.519989,398.768646,65129200
2021-05-18,415.799988,416.059998,411.769989,411.940002,395.332947,59810200
2021-05-19,406.920013,411.049988,405.329987,410.859985,394.296539,106467100
2021-05-20,411.799988,416.630005,411.670013,415.279999,398.538300,78022200
2021-05-21,416.869995,418.200012,414.450012,414.940002,398.212097,76578700
2021-05-24,417.339996,420.320007,417.079987,419.170013,402.271484,51376700
2021-05-25,420.329987,420.709991,417.619995,418.239990,401.378967,57451400
2021-05-26,418.869995,419.609985,417.760010,419.070007,402.175568,43088600
2021-05-27,420.170013,420.720001,418.989990,419.290009,402.386688,56707700
2021-05-28,420.970001,421.250000,419.790009,420.040009,403.106476,58520200
2021-06-01,422.570007,422.720001,419.200012,419.670013,402.751343,54216600
2021-06-02,420.369995,421.230011,419.290009,420.329987,403.384735,49097100
2021-06-03,417.850006,419.989990,416.279999,418.769989,401.887634,58138800
2021-06-04,420.750000,422.920013,418.839996,422.600006,405.563202,55938800
2021-06-07,422.589996,422.779999,421.190002,422.190002,405.169769,51555000
2021-06-08,423.109985,423.209991,420.320007,422.279999,405.256165,47134300
2021-06-09,423.179993,423.260010,421.410004,421.649994,404.651520,48436300
2021-06-10,422.959991,424.630005,421.549988,423.609985,406.532532,51020100
2021-06-11,424.200012,424.429993,422.820007,424.309998,407.204254,45570800
2021-06-14,424.429993,425.369995,423.100006,425.260010,408.115997,42358500
2021-06-15,425.420013,425.459991,423.540009,424.480011,407.367432,51508500
2021-06-16,424.630005,424.869995,419.920013,422.109985,405.092987,80386100
2021-06-17,421.670013,423.019989,419.320007,421.970001,404.958618,90949700
2021-06-18,417.089996,417.829987,414.700012,414.920013,399.495544,118676300
2021-06-21,416.799988,421.059998,415.929993,420.859985,405.214722,72822000
2021-06-22,420.850006,424.000000,420.079987,423.109985,407.381073,57700300
2021-06-23,423.190002,424.049988,422.510010,422.600006,406.890137,49445400
2021-06-24,424.890015,425.549988,424.619995,425.100006,409.297211,45110300
2021-06-25,425.899994,427.089996,425.549988,426.609985,410.750977,58129500
2021-06-28,427.170013,427.649994,425.890015,427.470001,411.579041,53159600
2021-06-29,427.880005,428.559998,427.130005,427.700012,411.800415,35970500
2021-06-30,427.209991,428.779999,427.179993,428.059998,412.147095,64827900
2021-07-01,428.869995,430.600006,428.799988,430.429993,414.428955,53441000
2021-07-02,431.670013,434.100006,430.519989,433.720001,417.596680,57697700
2021-07-06,433.779999,434.010010,430.010010,432.929993,416.836060,68710400
2021-07-07,433.660004,434.760010,431.510010,434.459991,418.309143,63549500
2021-07-08,428.779999,431.730011,427.519989,430.920013,414.900757,97595200
2021-07-09,432.529999,435.839996,430.709991,435.519989,419.329803,76238600
2021-07-12,435.429993,437.350006,434.970001,437.079987,420.831726,52889600
2021-07-13,436.239990,437.839996,435.309998,435.589996,419.397156,52911300
2021-07-14,437.399994,437.920013,434.910004,436.239990,420.022980,64130400
2021-07-15,434.809998,435.529999,432.720001,434.750000,418.588409,55126400
2021-07-16,436.010010,436.059998,430.920013,431.339996,415.305145,75874700
2021-07-19,426.190002,431.410004,421.970001,424.970001,409.171936,147987000
2021-07-20,425.679993,432.420013,424.829987,431.059998,415.035522,99608200
2021-07-21,432.339996,434.700012,431.010010,434.549988,418.395813,64724400
2021-07-22,434.739990,435.720001,433.690002,435.459991,419.272034,47878500
2021-07-23,437.519989,440.299988,436.790009,439.940002,423.585480,63766600
2021-07-26,439.309998,441.029999,439.260010,441.019989,424.625336,43719200
2021-07-27,439.910004,439.940002,435.989990,439.010010,422.690033,67397100
2021-07-28,439.679993,440.299988,437.309998,438.829987,422.516724,52472400
2021-07-29,439.820007,441.799988,439.809998,440.649994,424.269073,47435300
2021-07-30,437.910004,440.059998,437.769989,438.510010,422.208649,68951200
2021-08-02,440.339996,440.929993,437.209991,437.589996,421.322784,58783300
2021-08-03,438.440002,441.279999,436.100006,441.149994,424.750488,58053900
2021-08-04,439.779999,441.119995,438.730011,438.980011,422.661163,46732200
2021-08-05,440.220001,441.850006,439.880005,441.760010,425.337830,38969700
2021-08-06,442.100006,442.940002,441.799988,442.489990,426.040649,46930000
2021-08-09,442.459991,442.799988,441.309998,442.130005,425.694031,41222600
2021-08-10,442.609985,443.440002,441.880005,442.679993,426.223572,43339300
2021-08-11,443.820007,443.880005,442.619995,443.779999,427.282715,44034300
2021-08-12,443.619995,445.260010,442.660004,445.109985,428.563232,38909400
2021-08-13,445.589996,445.940002,445.070007,445.920013,429.343170,39470300
2021-08-16,444.529999,447.109985,442.869995,446.970001,430.354095,73740000
2021-08-17,444.239990,444.959991,440.850006,444.040009,427.533081,92673900
2021-08-18,442.959991,444.630005,438.920013,439.179993,422.853699,89351900
2021-08-19,436.269989,441.140015,436.119995,439.859985,423.508362,92812200
2021-08-20,440.230011,443.709991,439.709991,443.359985,426.878296,72008700
2021-08-23,445.160004,448.230011,443.440002,447.260010,430.633331,54973000
2021-08-24,447.970001,448.540009,447.420013,447.970001,431.316956,38744700
2021-08-25,448.170013,449.459991,447.769989,448.910004,432.222015,40529700
2021-08-26,448.609985,448.859985,446.160004,446.260010,429.670502,57829600
2021-08-27,447.119995,450.649994,447.059998,450.250000,433.512146,77235100
2021-08-30,450.970001,453.070007,450.709991,452.230011,435.418610,48357400
2021-08-31,452.130005,452.489990,450.920013,451.559998,434.773438,59300200
2021-09-01,452.559998,453.109985,451.549988,451.799988,435.004578,48721400
2021-09-02,453.320007,454.049988,451.910004,453.190002,436.342926,42501000
2021-09-03,451.980011,453.630005,451.549988,453.079987,436.236938,47170500
2021-09-07,452.709991,452.809998,450.739990,451.459991,434.677185,51671500
2021-09-08,450.890015,451.670013,448.859985,450.910004,434.147675,56181900
2021-09-09,450.700012,452.570007,448.720001,448.980011,432.289429,57970400
2021-09-10,451.040009,451.489990,445.309998,445.440002,428.880981,89948200
2021-09-13,448.640015,448.920013,444.109985,446.579987,429.978577,83738600
2021-09-14,448.119995,448.339996,443.220001,444.170013,427.658234,78197100
2021-09-15,444.619995,448.410004,443.440002,447.880005,431.230347,78792200
2021-09-16,447.320007,448.359985,444.019989,447.170013,430.546722,77786700
2021-09-17,444.920013,445.369995,441.019989,441.399994,426.352722,118425000
2021-09-20,434.880005,436.559998,428.859985,434.040009,419.243652,166445500
2021-09-21,436.529999,437.910004,433.070007,433.630005,418.847534,92526100
2021-09-22,436.049988,440.029999,433.750000,437.859985,422.933350,102350100
2021-09-23,439.850006,444.890015,439.600006,443.179993,428.071991,76396000
2021-09-24,441.440002,444.670013,441.209991,443.910004,428.777161,62094800
2021-09-27,442.809998,444.049988,441.899994,442.640015,427.550476,61371100
2021-09-28,439.690002,440.040009,432.940002,433.720001,418.934509,130436300
2021-09-29,435.190002,437.040009,433.850006,434.450012,419.639618,82329200
2021-09-30,436.019989,436.769989,428.779999,429.140015,414.510651,140506000
2021-10-01,430.980011,436.029999,427.230011,434.239990,419.436737,129240100
2021-10-04,433.000000,433.959991,426.359985,428.640015,414.027740,128570000
2021-10-05,430.239990,435.489990,429.390015,433.100006,418.335663,90682500
2021-10-06,429.269989,435.119995,427.540009,434.899994,420.074280,113032200
2021-10-07,438.390015,441.679993,438.200012,438.660004,423.706146,72437500
2021-10-08,439.480011,439.890015,437.190002,437.859985,422.933350,74557400
2021-10-11,437.160004,440.260010,434.619995,434.690002,419.871460,65233300
2021-10-12,435.670013,436.100006,432.779999,433.619995,418.837952,71181200
2021-10-13,434.709991,436.049988,431.540009,435.179993,420.344757,72974000
2021-10-14,439.079987,442.660004,438.579987,442.500000,427.415222,70236800
2021-10-15,444.750000,446.260010,444.089996,445.869995,430.670319,66260200
2021-10-18,443.970001,447.549988,443.269989,447.190002,431.945343,62213200
2021-10-19,448.920013,450.709991,448.269989,450.640015,435.277710,46996800
2021-10-20,451.130005,452.730011,451.010010,452.410004,436.987366,49571600
2021-10-21,451.769989,453.829987,451.309998,453.589996,438.127197,41305400
2021-10-22,453.130005,454.670013,451.049988,453.119995,437.673218,58845100
2021-10-25,454.279999,455.899994,452.390015,455.549988,440.020355,45214500
2021-10-26,457.200012,458.489990,455.559998,455.959991,440.416351,56075100
2021-10-27,456.450012,457.160004,453.859985,453.940002,438.465240,72438000
2021-10-28,455.459991,458.399994,455.450012,458.320007,442.695984,51437900
2021-10-29,455.869995,459.559998,455.559998,459.250000,443.594238,70162400
2021-11-01,460.299988,460.700012,458.200012,460.040009,444.357300,48433600
2021-11-02,460.220001,462.230011,460.079987,461.899994,446.153870,48908400
2021-11-03,461.299988,465.149994,460.829987,464.720001,448.877747,52509800
2021-11-04,465.359985,467.000000,464.989990,466.910004,450.993134,52847100
2021-11-05,469.279999,470.649994,466.920013,468.529999,452.557861,66390600
2021-11-08,469.700012,470.230011,468.200012,468.929993,452.944153,50405200
2021-11-09,469.320007,469.570007,465.880005,467.380005,451.447083,51149100
2021-11-10,465.579987,467.380005,462.040009,463.619995,447.815247,69429700
2021-11-11,465.209991,465.290009,463.750000,463.769989,447.960144,34848500
2021-11-12,465.119995,467.859985,464.109985,467.269989,451.340790,53466700
2021-11-15,468.640015,468.809998,466.230011,467.429993,451.495331,46980500
2021-11-16,467.149994,470.489990,467.070007,469.279999,453.282288,48857500
2021-11-17,469.000000,469.190002,467.480011,468.140015,452.181122,47858300
2021-11-18,469.239990,470.010010,466.339996,469.730011,453.716919,50625600
2021-11-19,469.609985,470.940002,468.500000,468.890015,452.905609,57315600
2021-11-22,470.890015,473.540009,467.350006,467.570007,451.630585,72762000
2021-11-23,467.220001,469.100006,464.450012,468.190002,452.229462,73206500
2021-11-24,466.059998,469.570007,465.190002,469.440002,453.436798,61858800
2021-11-26,462.339996,463.899994,457.769989,458.970001,443.323761,112669600
2021-11-29,464.070007,466.559998,461.730011,464.600006,448.761841,86268800
2021-11-30,462.000000,464.029999,455.299988,455.559998,440.029999,148559600
2021-12-01,461.640015,464.670013,450.290009,450.500000,435.142487,131939200
2021-12-02,450.730011,459.070007,450.309998,457.399994,441.807281,127637800
2021-12-03,459.170013,460.299988,448.920013,453.420013,437.962952,137331600
2021-12-06,456.130005,460.790009,453.559998,458.790009,443.149872,98977500
2021-12-07,464.410004,468.880005,458.649994,468.279999,452.316437,95484700
2021-12-08,468.700012,470.000000,466.829987,469.519989,453.514069,72238800
2021-12-09,468.149994,469.630005,466.140015,466.350006,450.452179,61272600
2021-12-10,469.230011,470.899994,466.510010,470.739990,454.692505,77159800
2021-12-13,470.190002,470.559998,466.269989,466.570007,450.664703,87724700
2021-12-14,463.089996,465.739990,460.250000,463.359985,447.564117,97264100
2021-12-15,463.420013,470.859985,460.739990,470.600006,454.557281,116899300
2021-12-16,472.570007,472.869995,464.799988,466.450012,450.548737,116568600
2021-12-17,461.549988,464.739990,458.059998,459.869995,445.753601,135511600
2021-12-20,454.480011,455.399994,451.140015,454.980011,441.013763,107134800
2021-12-21,458.609985,463.209991,456.309998,463.059998,448.845703,69806300
2021-12-22,462.790009,467.809998,462.579987,467.690002,453.333557,58890200
2021-12-23,468.750000,472.190002,468.640015,470.600006,456.154266,56439700
2021-12-27,472.059998,477.309998,472.010010,477.260010,462.609833,56808600
2021-12-28,477.720001,478.809998,476.059998,476.869995,462.231781,47274600
2021-12-29,476.980011,478.559998,475.920013,477.480011,462.823059,54503000
2021-12-30,477.929993,479.000000,475.670013,476.160004,461.543549,55329000
2021-12-31,475.640015,476.859985,474.670013,474.959991,460.380402,65237400
2022-01-03,476.299988,477.850006,473.850006,477.709991,463.046021,72668200
2022-01-04,479.220001,479.980011,475.579987,477.549988,462.890900,71178700
2022-01-05,477.160004,477.980011,468.279999,468.380005,454.002441,104538900
2022-01-06,467.890015,470.820007,465.429993,467.940002,453.575897,86858900
2022-01-07,467.950012,469.200012,464.649994,466.089996,451.782715,85111600
2022-01-10,462.700012,465.739990,456.600006,465.510010,451.220520,119362000
2022-01-11,465.230011,469.850006,462.049988,469.750000,455.330353,74303100
2022-01-12,471.589996,473.200012,468.940002,471.019989,456.561340,67605400
2022-01-13,472.190002,472.880005,463.440002,464.529999,450.270569,91173100
2022-01-14,461.190002,465.089996,459.899994,464.720001,450.454742,95890900
2022-01-18,459.739990,459.959991,455.309998,456.489990,442.477386,109709100
2022-01-19,458.130005,459.609985,451.459991,451.750000,437.882965,109357600
2022-01-20,453.750000,458.739990,444.500000,446.750000,433.036407,122379700
2022-01-21,445.559998,448.059998,437.950012,437.980011,424.535583,202271200
2022-01-24,432.029999,440.380005,420.760010,439.839996,426.338440,251783900
2022-01-25,433.059998,439.720001,427.149994,434.470001,421.133331,167997300
2022-01-26,440.720001,444.040009,428.859985,433.380005,420.076782,186391100
2022-01-27,438.260010,441.589996,429.450012,431.239990,418.002472,149878300
2022-01-28,432.679993,442.000000,427.820007,441.950012,428.383759,164457400
2022-01-31,441.239990,450.279999,439.809998,449.910004,436.099365,152251400
2022-02-01,450.679993,453.630005,446.940002,452.950012,439.046021,123155400
2022-02-02,455.500000,458.119995,453.049988,457.350006,443.310974,117361000
2022-02-03,450.950012,452.970001,445.709991,446.600006,432.890961,118024400
2022-02-04,446.350006,452.779999,443.829987,448.700012,434.926514,118454400
2022-02-07,449.510010,450.989990,445.850006,447.260010,433.530701,84472900
2022-02-08,446.730011,451.920013,445.220001,450.940002,437.097778,81012000
2022-02-09,455.220001,457.880005,455.010010,457.540009,443.495178,92589900
2022-02-10,451.339996,457.709991,447.200012,449.320007,435.527496,140103700
2022-02-11,449.410004,451.609985,438.940002,440.459991,426.939423,153214600
2022-02-14,439.920013,441.600006,435.339996,439.019989,425.543671,123006300
2022-02-15,443.730011,446.279999,443.179993,446.100006,432.406311,88482700
2022-02-16,443.929993,448.059998,441.940002,446.600006,432.890961,84863600
2022-02-17,443.220001,446.570007,436.420013,437.059998,423.643829,102259100
2022-02-18,437.329987,438.660004,431.820007,434.230011,420.900696,132642900
2022-02-22,431.890015,435.500000,425.859985,429.570007,416.383728,124391800
2022-02-23,432.660004,433.260010,421.350006,421.950012,408.997650,132578000
2022-02-24,411.019989,428.760010,410.640015,428.299988,415.152710,213942900
2022-02-25,429.609985,437.839996,427.859985,437.750000,424.312653,121804500
2022-02-28,432.029999,438.200012,430.700012,436.630005,423.226990,145615000
2022-03-01,435.040009,437.170013,427.109985,429.980011,416.781189,137785900
2022-03-02,432.369995,439.720001,431.570007,437.890015,424.448364,117726500
2022-03-03,440.470001,441.109985,433.799988,435.709991,422.335236,105501700
2022-03-04,431.750000,433.369995,427.880005,432.170013,418.903931,113978200
2022-03-07,431.549988,432.299988,419.359985,419.429993,406.554993,137896600
2022-03-08,419.619995,427.209991,415.119995,416.250000,403.472595,164772700
2022-03-09,425.140015,429.510010,422.820007,427.410004,414.290039,116990800
2022-03-10,422.519989,426.429993,420.440002,425.480011,412.419281,93972700
2022-03-11,428.119995,428.769989,419.529999,420.070007,407.175354,95636300
2022-03-14,420.890015,424.549988,415.790009,417.000000,404.199585,95729200
2022-03-15,419.769989,426.839996,418.420013,426.170013,413.088074,106219100
2022-03-16,429.890015,435.679993,424.799988,435.619995,422.248047,144954800
2022-03-17,433.589996,441.070007,433.190002,441.070007,427.530731,102676900
2022-03-18,438.000000,444.859985,437.220001,444.519989,432.213409,106345500
2022-03-21,444.339996,446.459991,440.679993,444.390015,432.087006,88349800
2022-03-22,445.859985,450.579987,445.859985,449.589996,437.143005,74650400
2022-03-23,446.910004,448.489990,443.709991,443.799988,431.513306,79426100
2022-03-24,445.940002,450.500000,444.760010,450.489990,438.018097,64736900
2022-03-25,451.160004,452.980011,448.429993,452.690002,440.157227,77101300
2022-03-28,452.059998,455.910004,450.059998,455.910004,443.288025,68529800
2022-03-29,460.019989,462.070007,457.179993,461.549988,448.771881,86581500
2022-03-30,460.339996,461.200012,456.470001,458.700012,446.000793,79666900
2022-03-31,457.890015,458.760010,451.160004,451.640015,439.136261,121699900
2022-04-01,453.309998,453.459991,449.140015,452.920013,440.380859,89048800
2022-04-04,453.130005,456.910004,452.260010,456.799988,444.153412,59601000
2022-04-05,455.220001,457.829987,449.820007,451.029999,438.543121,74214500
2022-04-06,446.890015,448.929993,443.470001,446.519989,434.158020,106898000
2022-04-07,445.589996,450.690002,443.529999,448.769989,436.345734,78097200
2022-04-08,447.970001,450.630005,445.940002,447.570007,435.178955,79272700
2022-04-11,444.109985,445.000000,439.390015,439.920013,427.740753,89770500
2022-04-12,443.079987,445.750000,436.649994,438.290009,426.155853,84363600
2022-04-13,438.029999,444.109985,437.839996,443.309998,431.036865,74070400
